id_contrat,numero_contrat,id_entreprise,id_agence,id_conseiller,id_produit,date_octroi,date_echeance,montant_principal,taux_interet,encours_restant,statut
276,CON_000276,436,2,15,3,2024-08-11,2025-07-11,286746.54,5.11,184022.48,SAIN
277,CON_000277,439,2,14,2,2024-05-03,2024-11-01,104767.56,7.48,0.0,SAIN
278,CON_000278,445,2,14,10,2024-05-08,2025-03-08,33152594.21,4.64,10080460.32,SAIN
279,CON_000279,448,2,15,11,2022-11-02,2023-12-02,654326.05,2.28,0.0,SAIN
280,CON_000280,449,2,14,3,2024-12-28,2025-05-29,231014.78,6.24,231014.78,SAIN
281,CON_000281,449,2,14,3,2024-10-26,2025-09-25,834922.65,6.29,686667.93,SAIN
282,CON_000282,451,2,14,3,2024-05-01,2025-03-01,408867.26,6.82,125102.25,SAIN
283,CON_000283,452,2,15,2,2024-10-03,2025-06-03,1447695.22,7.71,1092695.22,SAIN
284,CON_000284,454,2,15,6,2020-05-27,2027-01-23,12108840.89,4.85,4211402.84,SAIN
285,CON_000285,456,2,15,10,2024-08-15,2025-05-15,2021393.79,4.59,1131565.41,SAIN
286,CON_000286,457,2,14,11,2024-05-01,2025-01-29,3439822.09,2.04,768955.69,SAIN
287,CON_000287,460,2,15,13,2024-06-27,2024-10-26,34395.43,1.42,0.0,SAIN
288,CON_000288,460,2,15,13,2024-11-14,2025-04-15,107594.71,1.09,86114.82,SAIN
289,CON_000289,461,2,14,13,2024-12-26,2025-07-26,22586.81,1.91,22586.81,SAIN
290,CON_000290,462,2,15,11,2023-12-23,2025-05-22,2576120.73,2.45,766976.6,SAIN
291,CON_000291,464,2,15,9,2024-12-14,2025-03-15,2073394.21,5.85,2073394.21,SAIN
292,CON_000292,465,2,14,3,2024-06-18,2025-03-18,89211.89,7.02,30259.13,SAIN
293,CON_000293,467,2,14,1,2024-07-11,2025-02-08,1812797.85,7.71,526261.36,SAIN
294,CON_000294,468,2,15,3,2024-10-11,2025-02-09,194921.64,6.57,97992.95,SURVEILLANCE
295,CON_000295,470,2,15,8,2024-10-23,2025-03-24,247674.94,6.42,149397.17,SAIN
296,CON_000296,471,2,14,2,2023-10-02,2024-09-30,677991.72,7.12,0.01,SURVEILLANCE
297,CON_000297,473,2,14,13,2024-06-01,2025-01-30,74789.01,1.84,18783.26,SAIN
298,CON_000298,477,2,14,11,2023-09-16,2026-08-15,395306.97,1.81,228439.78,SAIN
299,CON_000299,481,2,14,11,2021-08-01,2023-12-30,565427.75,1.66,0.05,SAIN
300,CON_000300,482,2,15,6,2022-09-12,2032-06-07,9682782.39,4.63,7818777.12,SAIN
301,CON_000301,484,2,15,2,2024-06-17,2025-02-15,509711.66,6.09,129369.57,SAIN
302,CON_000302,484,2,15,11,2024-09-05,2025-11-04,70286.67,1.69,55341.59,SAIN
303,CON_000303,488,2,15,14,2024-03-14,2026-01-11,883088.43,1.18,524131.35,SAIN
304,CON_000304,489,2,14,10,2024-06-16,2025-02-14,89258831.59,5.3,22610587.75,SAIN
305,CON_000305,491,2,14,12,2024-09-28,2025-02-27,6025977.14,1.85,2415962.02,SAIN
306,CON_000306,492,2,15,6,2019-07-07,2027-12-02,10232446.44,4.62,4109806.52,SAIN
307,CON_000307,492,2,15,11,2024-09-23,2025-02-22,8694766.66,1.82,7678311.45,NPL
308,CON_000308,495,2,14,6,2017-12-16,2027-02-11,25289004.68,3.92,6820310.72,SURVEILLANCE
309,CON_000309,497,2,14,14,2024-02-08,2024-11-07,3419564.48,1.69,0.02,SAIN
310,CON_000310,499,2,14,2,2024-11-03,2025-05-04,65631.41,6.8,54846.78,SAIN
311,CON_000311,500,2,15,14,2024-03-05,2025-10-03,4173785.71,1.97,2212939.55,SAIN
312,CON_000312,505,2,14,13,2024-07-11,2025-01-09,54977.63,1.6,9193.47,SAIN
313,CON_000313,506,2,15,3,2024-06-03,2025-02-01,138904.64,6.57,35297.02,SURVEILLANCE
314,CON_000314,507,2,14,3,2024-11-28,2025-03-29,385216.45,7.36,289793.82,SAIN
315,CON_000315,507,2,14,1,2024-07-03,2025-03-03,899509.07,7.11,342307.24,SAIN
316,CON_000316,508,2,15,2,2024-12-02,2025-01-31,110031.49,7.23,110031.49,SAIN
317,CON_000317,509,2,14,4,2022-11-24,2028-11-20,31570685.39,6.26,21919991.43,SAIN
318,CON_000318,511,2,14,12,2024-12-10,2025-04-10,8077026.01,2.68,8077026.01,SAIN
319,CON_000319,513,2,14,11,2024-07-26,2025-10-25,296665.9,2.18,198673.32,SAIN
320,CON_000320,515,2,14,2,2024-11-27,2025-05-28,28209.81,7.42,23580.33,SAIN
321,CON_000321,516,2,15,12,2023-11-03,2024-03-03,45216666.23,2.11,0.0,SAIN
322,CON_000322,517,2,14,2,2024-08-22,2025-01-21,638742.85,7.18,129277.25,SAIN
323,CON_000323,519,2,14,4,2020-07-01,2026-09-28,3664327.76,4.73,1189027.37,SAIN
324,CON_000324,521,2,14,1,2024-11-20,2025-01-19,1113814.95,6.9,558504.0,SAIN
325,CON_000325,521,2,14,12,2024-08-07,2025-05-07,10685500.21,2.52,5961286.79,SAIN
326,CON_000326,522,2,15,11,2024-10-24,2025-01-23,3984930.28,1.33,1329781.76,SURVEILLANCE
327,CON_000327,523,2,14,12,2024-11-03,2025-06-03,1898038.68,2.96,1628890.21,SURVEILLANCE
328,CON_000328,526,2,15,10,2024-06-26,2025-02-24,925280.73,5.73,707272.98,NPL
329,CON_000329,527,2,14,11,2024-08-13,2026-08-12,4304274.71,1.11,3593511.9,SURVEILLANCE
330,CON_000330,530,2,15,11,2024-05-27,2025-03-27,233832.71,2.13,70585.73,SAIN
331,CON_000331,532,2,15,12,2024-09-28,2025-08-28,11178080.08,1.97,8149487.83,SAIN
332,CON_000332,534,2,15,5,2023-09-13,2025-12-11,6425430.65,4.03,2927663.87,SAIN
333,CON_000333,535,2,14,4,2019-01-11,2028-03-08,3792497.0,4.62,1531152.76,SAIN
334,CON_000334,535,2,14,1,2023-08-07,2024-06-06,2502613.2,6.19,0.0,SAIN
335,CON_000335,536,2,15,1,2024-07-23,2025-02-20,294901.58,6.73,85438.93,SAIN
336,CON_000336,539,2,14,1,2024-07-23,2025-05-23,518243.13,7.63,263227.14,SAIN
337,CON_000337,541,2,14,3,2024-11-07,2025-03-08,112941.94,7.24,84960.71,SAIN
338,CON_000338,542,2,15,11,2023-09-19,2026-05-18,547234.37,1.82,294020.83,SAIN
339,CON_000339,543,2,14,6,2021-03-09,2026-09-05,6462320.76,4.28,2223086.73,SAIN
340,CON_000340,544,2,15,1,2024-10-11,2025-05-11,1192896.99,5.83,856188.79,SAIN
341,CON_000341,547,2,14,13,2024-08-12,2025-01-11,10304.42,1.7,2066.73,SAIN
342,CON_000342,548,2,15,2,2024-08-13,2025-08-12,391659.74,7.04,264148.98,SAIN
343,CON_000343,550,2,15,4,2021-11-13,2027-02-10,11252884.39,5.17,5015761.08,SAIN
344,CON_000344,551,2,14,4,2023-07-08,2028-07-05,25377203.26,6.2,18964620.97,SAIN
345,CON_000345,554,2,15,12,2024-11-14,2025-04-15,8526731.14,2.99,8204353.94,NPL
346,CON_000346,554,2,15,1,2024-11-05,2025-01-04,508943.38,7.11,255223.34,SAIN
347,CON_000347,555,2,14,3,2024-11-26,2025-04-27,560747.85,6.82,449865.83,SAIN
348,CON_000348,556,2,15,12,2024-12-19,2025-01-18,2278452.73,2.52,2278452.73,SAIN
349,CON_000349,557,2,14,11,2024-10-14,2025-04-14,4069811.48,1.54,2716685.87,SAIN
350,CON_000350,560,2,15,3,2024-12-23,2025-11-22,154615.58,7.4,154615.58,SAIN
351,CON_000351,561,2,14,11,2023-07-20,2025-05-18,4498590.53,2.31,1039183.88,SAIN
352,CON_000352,562,2,15,10,2024-11-23,2025-05-24,27253392.33,5.96,22767233.67,SAIN
353,CON_000353,563,2,14,10,2024-12-23,2025-01-22,401554.06,5.93,401554.06,SAIN
354,CON_000354,564,2,15,6,2023-09-08,2029-12-05,7183880.53,3.93,5884473.22,SAIN
355,CON_000355,567,2,14,8,2023-11-28,2024-02-27,1953392.93,5.62,0.01,SURVEILLANCE
356,CON_000356,568,2,15,2,2024-11-03,2025-02-02,1372514.41,7.59,917891.16,SURVEILLANCE
357,CON_000357,572,2,15,3,2024-11-12,2025-04-13,143084.87,7.12,114805.47,SAIN
358,CON_000358,575,2,14,4,2020-06-18,2028-08-14,26790271.25,5.22,13442853.01,SAIN
359,CON_000359,576,2,15,3,2024-02-11,2024-11-10,191332.54,6.78,0.04,SAIN
360,CON_000360,579,2,14,11,2023-10-01,2023-12-31,20043.26,1.89,0.01,SAIN
361,CON_000361,580,2,15,1,2024-12-04,2025-02-02,50300.7,6.14,50300.7,SAIN
362,CON_000362,580,2,15,2,2024-12-28,2025-01-27,20758.25,8.0,20758.25,SAIN
363,CON_000363,581,2,14,14,2022-08-08,2026-08-06,10347796.81,1.78,4401220.52,SAIN
364,CON_000364,585,2,14,7,2023-08-06,2026-08-04,2731990.98,4.6,1564092.29,SAIN
365,CON_000365,586,2,15,13,2024-12-02,2025-01-01,74838.94,1.0,74838.94,SAIN
366,CON_000366,588,2,15,10,2024-10-21,2025-05-21,36186460.67,4.41,25942112.29,SAIN
367,CON_000367,592,2,15,14,2024-11-25,2029-02-22,73218.74,1.82,71836.8,SAIN
368,CON_000368,592,2,15,14,2023-11-23,2025-08-22,9773992.22,1.63,3756314.68,SAIN
369,CON_000369,594,2,15,1,2024-07-22,2025-05-22,158810.9,6.09,80410.29,SAIN
370,CON_000370,595,2,14,11,2024-10-09,2025-10-08,562165.68,2.28,469358.39,SAIN
371,CON_000371,598,2,15,1,2024-07-19,2025-05-19,200119.46,6.62,150933.81,NPL
372,CON_000372,599,2,14,2,2024-10-02,2025-01-01,30341.61,6.45,10168.13,SURVEILLANCE
373,CON_000373,602,2,15,7,2022-05-15,2030-01-09,3728868.16,4.64,2617105.25,SAIN
374,CON_000374,602,2,15,1,2024-05-09,2025-05-08,1936431.58,6.58,822315.69,SAIN
375,CON_000375,604,2,15,13,2023-09-26,2024-01-25,358868.64,1.51,0.01,SAIN
376,CON_000376,606,2,15,8,2024-08-05,2025-01-04,13967483.48,5.63,2819708.73,SAIN
377,CON_000377,606,2,15,7,2019-12-27,2027-03-24,2810442.64,3.94,959396.74,SAIN
378,CON_000378,607,2,14,13,2024-10-23,2025-02-21,44119.27,1.08,39766.91,NPL
379,CON_000379,608,2,15,5,2021-05-07,2024-09-04,14040524.1,5.11,0.0,SAIN
380,CON_000380,610,2,15,13,2024-12-12,2025-09-11,218436.7,1.28,218436.7,SAIN
381,CON_000381,613,2,14,7,2022-03-22,2026-03-20,23901451.15,4.16,7899916.97,SAIN
382,CON_000382,619,2,14,3,2024-08-18,2025-03-18,50302.45,5.36,21750.48,SAIN
383,CON_000383,620,2,15,1,2024-07-20,2025-01-18,1070980.18,7.56,181310.87,SAIN
384,CON_000384,621,2,14,14,2024-07-15,2025-09-13,7916286.84,1.76,5107669.32,SAIN
385,CON_000385,622,2,15,4,2020-10-10,2028-12-06,10640221.74,4.55,5703825.39,SAIN
386,CON_000386,626,2,15,1,2024-08-25,2025-03-25,2207763.85,7.34,957735.54,SAIN
387,CON_000387,627,2,14,9,2024-08-08,2025-03-08,7118365.61,6.11,3081741.31,SAIN
388,CON_000388,627,2,14,7,2020-07-28,2030-01-22,1790890.34,3.42,1030124.29,SAIN
389,CON_000389,628,2,15,11,2023-06-08,2025-08-06,2427714.33,1.44,755067.64,SAIN
390,CON_000390,630,2,15,13,2024-09-12,2025-03-13,174999.1,1.3,87641.65,SURVEILLANCE
391,CON_000391,631,2,14,1,2024-11-07,2025-02-06,3704737.62,7.16,2477164.16,SAIN
392,CON_000392,632,2,15,4,2023-09-06,2028-05-04,11063872.73,5.42,8368494.46,SAIN
393,CON_000393,633,2,14,5,2023-12-02,2029-01-28,14697359.03,4.59,12117456.44,SAIN
394,CON_000394,635,2,14,1,2024-07-25,2025-07-24,2239707.49,7.36,1326424.92,SAIN
395,CON_000395,635,2,14,10,2024-07-09,2025-05-09,9493656.29,4.94,4795578.9,SAIN
396,CON_000396,637,2,14,12,2024-12-23,2025-01-22,1083027.21,2.88,1083027.21,SAIN
397,CON_000397,639,2,14,7,2022-08-09,2030-10-05,12311840.01,3.75,9169338.08,SAIN
398,CON_000398,642,2,15,1,2024-02-01,2025-01-30,3866414.87,7.28,664046.27,SAIN
399,CON_000399,643,2,14,10,2024-11-17,2025-03-18,22736038.17,4.61,17084678.08,SAIN
400,CON_000400,643,2,14,7,2023-12-20,2029-11-16,10197707.81,3.08,8601820.73,SAIN
401,CON_000401,644,2,15,1,2024-10-09,2025-01-08,165565.6,6.93,55506.64,SAIN
402,CON_000402,646,2,15,3,2024-08-27,2025-02-25,66203.62,6.49,22306.35,SAIN
403,CON_000403,646,2,15,11,2024-11-11,2025-02-10,40935.98,1.1,27303.15,SAIN
404,CON_000404,647,2,14,3,2024-06-24,2025-06-23,812261.92,6.01,412217.37,SAIN
405,CON_000405,649,2,14,2,2024-11-11,2025-05-12,107673.87,7.82,90018.37,SAIN
406,CON_000406,651,2,14,2,2024-11-17,2025-10-17,1134797.37,6.11,1034233.67,SAIN
407,CON_000407,651,2,14,7,2023-05-08,2027-09-04,12753840.2,4.29,8365713.05,SAIN
408,CON_000408,654,2,15,11,2024-12-28,2026-01-27,136649.8,2.49,136649.8,SAIN
409,CON_000409,657,2,14,3,2023-09-20,2024-08-19,102059.06,6.64,0.02,SAIN
410,CON_000410,658,2,15,6,2022-11-19,2026-03-19,26374071.99,4.36,10341170.83,SAIN
411,CON_000411,661,2,14,11,2024-10-28,2025-03-29,315247.86,1.96,189457.32,SAIN
412,CON_000412,669,2,14,1,2024-05-25,2025-03-25,451436.23,6.98,138190.47,SAIN
413,CON_000413,669,2,14,3,2024-11-02,2025-04-03,648705.03,7.18,520507.33,SAIN
414,CON_000414,671,2,14,9,2024-11-01,2025-07-02,4585088.61,5.09,4020407.2,SAIN
415,CON_000415,672,2,15,2,2024-07-13,2025-02-10,743190.09,7.8,215790.39,SAIN
416,CON_000416,672,2,15,11,2024-05-21,2026-02-18,495482.77,1.17,331447.23,SAIN
417,CON_000417,675,2,14,12,2024-09-11,2025-01-10,4148952.62,2.41,1040361.78,SAIN
418,CON_000418,678,2,15,1,2024-11-14,2025-06-14,3950750.75,7.48,3396824.5,SAIN
419,CON_000419,678,2,15,10,2023-03-23,2024-03-21,60609045.76,4.21,0.0,SAIN
420,CON_000420,679,2,14,7,2018-06-25,2027-04-21,2411890.04,3.06,701648.09,SAIN
421,CON_000421,681,2,14,3,2024-09-26,2025-01-25,630431.47,6.92,158969.85,SAIN
422,CON_000422,686,2,15,13,2024-10-27,2025-02-25,172422.72,1.12,155421.88,NPL
423,CON_000423,691,2,14,14,2022-09-18,2025-08-17,3971021.91,1.71,925188.99,SAIN
424,CON_000424,692,2,15,11,2022-09-12,2024-03-12,790958.61,1.93,0.03,SAIN
425,CON_000425,696,2,15,14,2022-06-26,2026-04-24,10696397.73,1.9,3809094.77,SAIN
426,CON_000426,697,2,14,6,2021-03-23,2029-06-18,2515267.22,4.1,1476469.66,SAIN
427,CON_000427,697,2,14,7,2021-04-26,2030-06-22,13646230.75,4.41,8837514.23,SAIN
428,CON_000428,698,2,15,8,2024-12-17,2025-02-15,4734097.71,5.5,4734097.71,SAIN
429,CON_000429,699,2,14,13,2024-09-13,2025-07-14,918314.62,1.61,644111.9,SAIN
430,CON_000430,699,2,14,11,2024-04-16,2026-12-14,823304.85,1.24,620022.53,SAIN
431,CON_000431,701,3,18,2,2024-12-11,2025-04-11,63104.34,7.86,63104.34,SAIN
432,CON_000432,703,3,18,2,2024-09-21,2025-05-22,375910.55,8.12,237315.25,SAIN
433,CON_000433,705,3,18,2,2023-03-27,2024-03-25,136646.48,8.3,0.0,SAIN
434,CON_000434,706,3,19,4,2022-06-19,2024-10-17,8353299.23,4.51,0.0,SAIN
435,CON_000435,709,3,18,3,2024-11-08,2025-03-09,50281.04,7.26,37824.28,SAIN
436,CON_000436,711,3,18,11,2023-05-04,2025-12-01,595823.47,2.03,234351.96,SAIN
437,CON_000437,712,3,19,5,2024-10-04,2029-05-03,9378361.41,5.02,9073714.16,SAIN
438,CON_000438,715,3,18,8,2024-11-22,2025-02-21,6415505.39,5.92,4287518.93,SAIN
439,CON_000439,722,3,19,10,2024-12-10,2025-09-09,14541867.26,5.98,14541867.26,SAIN
440,CON_000440,724,3,19,3,2024-10-01,2025-01-30,92537.47,6.32,84015.41,NPL
441,CON_000441,725,3,18,10,2023-08-15,2024-08-13,8003556.94,4.94,0.01,SAIN
442,CON_000442,726,3,19,1,2024-07-17,2025-04-16,686095.23,6.74,309204.75,SURVEILLANCE
443,CON_000443,727,3,18,4,2024-02-07,2025-11-06,34232316.76,5.93,18372711.44,SAIN
444,CON_000444,729,3,18,12,2024-11-09,2025-10-09,565275.86,2.57,556076.21,NPL
445,CON_000445,730,3,19,3,2024-09-23,2025-04-23,74770.58,7.17,43107.45,SAIN
446,CON_000446,732,3,19,13,2024-06-09,2025-02-07,57431.43,1.82,14423.21,SAIN
447,CON_000447,735,3,18,1,2024-05-12,2025-05-11,1069808.05,6.07,453637.83,SAIN
448,CON_000448,741,3,18,10,2024-12-19,2025-07-19,5557997.39,5.86,5557997.39,SAIN
449,CON_000449,741,3,18,7,2017-11-10,2027-04-07,10577515.6,4.76,3077090.61,SAIN
450,CON_000450,742,3,19,4,2021-06-01,2024-04-30,3513765.44,5.03,0.08,SAIN
451,CON_000451,748,3,19,10,2024-06-08,2025-02-06,4782878.55,5.72,1212831.48,SAIN
452,CON_000452,751,3,18,11,2024-03-28,2026-04-27,227221.19,2.28,146660.9,SAIN
453,CON_000453,753,3,18,2,2024-08-15,2025-05-15,427031.34,6.41,239765.05,SAIN
454,CON_000454,755,3,18,1,2024-11-22,2025-04-23,118784.15,6.97,95301.7,SAIN
455,CON_000455,758,3,19,3,2024-07-17,2025-01-15,102263.15,6.63,17279.47,SAIN
456,CON_000456,760,3,19,12,2024-08-04,2025-01-03,9011851.32,2.03,1808468.28,SAIN
457,CON_000457,760,3,19,14,2024-10-23,2026-07-23,7041854.04,1.57,6379500.58,SAIN
458,CON_000458,761,3,18,1,2024-12-27,2025-02-25,104630.64,6.95,104630.64,SAIN
459,CON_000459,761,3,18,3,2024-05-04,2025-05-03,726233.86,6.56,308381.36,SAIN
460,CON_000460,762,3,19,8,2024-11-16,2025-02-15,4795072.67,5.42,3203912.67,SAIN
461,CON_000461,762,3,19,7,2015-09-20,2024-08-15,6664607.26,4.4,0.0,SAIN
462,CON_000462,764,3,19,10,2024-12-28,2025-01-27,2298535.89,5.6,2298535.89,SAIN
463,CON_000463,765,3,18,1,2024-12-03,2025-11-02,517615.36,5.79,517615.36,SAIN
464,CON_000464,766,3,19,3,2024-03-16,2025-02-13,276335.91,5.46,51274.69,SAIN
465,CON_000465,767,3,18,1,2024-04-25,2024-06-24,62552.16,7.88,0.0,SAIN
466,CON_000466,770,3,19,13,2024-04-01,2025-01-30,956162.87,1.89,192438.27,SAIN
467,CON_000467,772,3,19,11,2023-01-25,2025-06-24,189692.16,2.01,40005.52,SAIN
468,CON_000468,773,3,18,4,2024-05-09,2025-12-07,5521118.01,5.64,3544016.63,SAIN
469,CON_000469,774,3,19,12,2024-07-15,2025-01-13,3834157.47,2.43,642262.39,SURVEILLANCE
470,CON_000470,775,3,18,11,2024-12-19,2027-08-18,59868.7,2.1,59868.7,SAIN
471,CON_000471,776,3,19,10,2024-12-25,2025-12-24,53696866.32,5.1,53696866.32,SAIN
472,CON_000472,777,3,18,2,2024-10-19,2025-04-19,323409.99,7.2,216893.84,SAIN
473,CON_000473,782,3,19,4,2021-07-25,2026-07-23,3091391.95,6.18,1083787.68,SAIN
474,CON_000474,788,3,19,11,2024-08-08,2026-01-06,9724745.12,1.52,7455361.32,SAIN
475,CON_000475,793,3,18,3,2024-10-27,2025-04-27,56617.33,6.62,37952.16,SAIN
476,CON_000476,794,3,19,11,2024-10-28,2026-03-28,3334333.93,1.66,2946114.19,SAIN
477,CON_000477,796,3,19,2,2024-09-04,2025-01-03,213802.21,7.01,53918.44,SAIN
478,CON_000478,797,3,18,10,2024-12-02,2025-01-01,2523973.98,5.56,2523973.98,SAIN
479,CON_000479,797,3,18,2,2024-11-27,2025-05-28,22589.75,6.55,18875.84,SAIN
480,CON_000480,798,3,19,2,2024-09-07,2025-04-07,216366.5,7.33,124766.2,SAIN
481,CON_000481,801,3,18,11,2024-04-07,2026-08-06,748111.32,2.28,538406.93,SAIN
482,CON_000482,801,3,18,3,2024-04-03,2025-04-02,189304.77,7.39,64657.42,SAIN
483,CON_000483,802,3,19,11,2024-11-10,2025-02-09,19675.3,2.02,13127.89,SAIN
484,CON_000484,804,3,19,5,2022-11-07,2027-08-05,3025053.17,5.25,1790358.63,SAIN
485,CON_000485,806,3,19,13,2024-10-25,2025-08-25,164250.99,1.94,131612.71,SAIN
486,CON_000486,806,3,19,2,2024-07-02,2025-03-02,36658.97,7.32,13956.53,SURVEILLANCE
487,CON_000487,808,3,19,4,2022-05-07,2025-11-03,13257388.49,4.69,3684741.46,SAIN
488,CON_000488,809,3,18,10,2024-08-16,2025-01-15,9814819.49,5.47,1980859.39,SAIN
489,CON_000489,810,3,19,14,2024-05-25,2027-07-24,11688596.69,1.69,9582136.72,SAIN
490,CON_000490,811,3,18,8,2024-10-21,2025-01-20,427308.44,5.55,143093.89,SAIN
491,CON_000491,811,3,18,14,2023-06-12,2025-05-11,7708740.3,1.01,1688525.06,SAIN
492,CON_000492,813,3,18,1,2024-09-07,2025-02-06,76808.67,6.7,30980.29,SAIN
493,CON_000493,816,3,19,11,2024-10-20,2026-03-20,121493.51,1.64,107346.13,SAIN
494,CON_000494,825,3,18,12,2024-12-05,2025-01-04,856449.91,2.15,856449.91,SAIN
495,CON_000495,825,3,18,11,2024-12-05,2025-04-05,902343.75,1.31,902343.75,SAIN
496,CON_000496,826,3,19,10,2024-10-08,2025-01-07,14165585.58,5.93,4745157.29,SAIN
497,CON_000497,828,3,19,1,2024-10-21,2025-01-20,3428955.8,5.91,1148605.23,SAIN
498,CON_000498,829,3,18,1,2024-12-25,2025-01-24,258914.8,7.16,258914.8,SAIN
499,CON_000499,829,3,18,10,2024-10-19,2025-01-18,1892126.61,5.06,633364.62,SAIN
500,CON_000500,830,3,19,3,2024-05-16,2025-04-15,220156.72,7.29,81759.05,SAIN
501,CON_000501,830,3,19,13,2024-07-08,2025-04-07,494234.95,1.8,220483.29,SAIN
502,CON_000502,831,3,18,4,2023-12-09,2030-02-04,7352448.63,6.03,6337422.01,SAIN
503,CON_000503,833,3,18,3,2024-10-03,2025-06-03,185760.38,6.94,140120.59,SAIN
504,CON_000504,835,3,18,2,2024-08-24,2025-06-24,857979.39,8.08,521680.81,SAIN
505,CON_000505,835,3,18,2,2024-04-19,2025-03-19,1602430.31,7.77,448368.67,SAIN
506,CON_000506,836,3,19,10,2024-05-11,2025-03-11,13795783.42,4.81,4196834.88,SAIN
507,CON_000507,838,3,19,14,2023-12-17,2026-04-16,12046620.95,2.12,6956597.76,SAIN
508,CON_000508,842,3,19,6,2021-02-28,2028-11-25,11630767.8,4.24,6353406.11,SAIN
509,CON_000509,844,3,19,9,2024-10-20,2025-01-19,3374017.44,6.07,2948063.14,NPL
510,CON_000510,849,3,18,13,2024-09-14,2025-09-13,613122.09,1.12,460484.46,SURVEILLANCE
511,CON_000511,850,3,19,11,2024-10-25,2025-06-25,162497.63,1.33,122008.13,SAIN
512,CON_000512,851,3,18,1,2024-11-22,2025-06-22,97001.95,7.78,83411.74,SAIN
513,CON_000513,852,3,19,3,2024-06-21,2025-02-19,934307.64,5.5,713631.22,NPL
514,CON_000514,854,3,19,3,2024-08-06,2025-04-06,387864.09,7.22,196258.57,SAIN
515,CON_000515,857,3,18,12,2024-08-26,2025-04-26,10505364.36,2.12,5271225.2,SAIN
516,CON_000516,858,3,19,11,2024-08-03,2025-02-01,309393.24,2.08,103488.51,SAIN
517,CON_000517,860,3,19,2,2024-07-02,2025-06-01,1442030.62,6.58,797304.56,SAIN
518,CON_000518,863,3,18,10,2023-10-12,2024-07-11,8285560.5,4.05,0.0,SAIN
519,CON_000519,863,3,18,5,2021-02-10,2026-04-09,1266355.5,5.26,435141.38,NPL
520,CON_000520,868,3,19,1,2024-10-17,2025-01-16,4552752.92,7.72,1527326.49,SAIN
521,CON_000521,870,3,19,2,2023-03-14,2023-12-12,46564.44,7.12,0.0,SAIN
522,CON_000522,871,3,18,6,2023-03-06,2027-08-03,11217649.43,3.95,7005076.95,SAIN
523,CON_000523,873,3,18,3,2024-07-06,2025-02-03,215344.78,6.62,62375.63,SAIN
524,CON_000524,875,3,18,12,2024-08-09,2025-02-07,17828545.69,2.32,5965820.12,SAIN
525,CON_000525,876,3,19,6,2021-06-08,2027-02-04,6068322.08,4.97,2523529.31,SAIN
526,CON_000526,877,3,18,3,2024-09-19,2025-02-18,127408.06,7.35,51430.49,SAIN
527,CON_000527,880,3,19,11,2024-11-18,2026-12-18,424116.48,1.78,407451.86,SAIN
528,CON_000528,880,3,19,13,2024-12-13,2025-03-14,135833.78,1.56,135833.78,SAIN
529,CON_000529,881,3,18,1,2024-12-13,2025-04-13,2365166.48,7.27,2365166.48,SAIN
530,CON_000530,882,3,19,6,2022-08-11,2031-02-05,14473087.99,3.87,10960903.87,SAIN
531,CON_000531,884,3,19,12,2024-08-17,2025-03-17,9793305.69,2.69,4215934.0,SAIN
532,CON_000532,885,3,18,7,2024-03-09,2027-11-06,12821078.7,3.71,10338324.71,SAIN
533,CON_000533,885,3,18,6,2019-03-04,2024-05-31,14537670.49,3.75,0.21,SAIN
534,CON_000534,886,3,19,3,2024-10-09,2025-03-10,54120.85,5.22,32613.36,SAIN
535,CON_000535,886,3,19,3,2023-11-12,2024-04-12,54938.78,6.58,0.02,SAIN
536,CON_000536,887,3,18,5,2023-02-07,2026-04-07,4817322.81,4.48,2111764.66,SAIN
537,CON_000537,892,3,19,4,2020-05-18,2026-07-15,33613748.07,4.6,10812442.03,NPL
538,CON_000538,892,3,19,12,2023-10-05,2024-07-04,25447672.86,2.74,0.0,SAIN
539,CON_000539,893,3,18,6,2018-08-14,2026-06-10,27055324.38,4.75,5986769.73,SAIN
540,CON_000540,894,3,19,11,2024-09-26,2024-11-25,33640.63,1.93,0.01,SAIN
541,CON_000541,897,3,18,1,2024-08-14,2025-07-14,2445701.02,7.36,2313254.14,NPL
542,CON_000542,900,3,19,9,2024-08-08,2025-01-07,2011423.95,6.09,406367.91,SURVEILLANCE
543,CON_000543,901,4,22,3,2024-08-06,2025-02-04,395838.16,6.06,133277.58,SAIN
544,CON_000544,902,4,23,7,2021-12-05,2028-07-02,7897791.88,3.26,4507861.75,SAIN
545,CON_000545,903,4,22,2,2024-09-01,2025-04-01,153729.64,6.14,88517.41,SAIN
546,CON_000546,904,4,23,11,2023-12-03,2026-12-01,492553.95,1.0,330007.71,SURVEILLANCE
547,CON_000547,905,4,22,14,2024-09-26,2028-05-25,3079011.03,1.29,2873670.84,SAIN
548,CON_000548,907,4,22,6,2017-10-25,2026-05-22,8815344.73,3.98,1669708.24,SAIN
549,CON_000549,907,4,22,10,2024-08-06,2025-01-05,7352784.0,5.41,1483816.2,SAIN
550,CON_000550,908,4,23,6,2020-07-07,2030-03-03,27901164.46,3.67,16370059.61,SAIN
551,CON_000551,910,4,23,13,2024-05-25,2025-02-22,42449.38,0.86,9456.83,SAIN
552,CON_000552,911,4,22,5,2023-12-28,2025-12-26,1998525.55,4.55,1510694.06,NPL
553,CON_000553,913,4,22,6,2020-08-01,2025-12-29,7037139.53,4.46,1546344.02,SAIN
