id_entreprise,ice,raison_sociale,forme_juridique,secteur_activite,segment,chiffre_affaires,nombre_employes,date_creation,ville,adresse,telephone,email,statut,id_agence,id_conseiller
550,100582968000017,Société Taza de Entreprise 1 SA,SARL,Éducation,PME,18524867.9,148,2019-10-10,Mohammedia,"Zone Industrielle, N° 95, Route de Lebon-sur-Lacombe, Mohammedia, Maroc",0522784781,contact@societetazadeentreprise11.ma,Actif,2,15
551,673474007000082,Koutoubia Logistique SNC,SARL,Services,Grande Entreprise,292874503.95,2648,2021-05-02,Mohammedia,"Zone Industrielle, N° 388, Route de CharpentierBourg, Mohammedia, Maroc",0522269257,contact@koutoubialogistique.ma,Actif,2,14
552,586102339000044,Chaouia Entreprise SARL AU,SNC,Transport,TPE,539604.01,2,2015-11-09,Mohammedia,"Zone Industrielle, N° 372, Route de Lefebvreboeuf, Mohammedia, Maroc",0522889256,contact@chaouiaentreprise.ma,Actif,2,15
553,543630426000081,Soma Wholesale SARL AU,SNC,Commerce,TPE,4916807.54,6,2020-01-01,Mohammedia,"Zone Industrielle, N° 98, Route de Maurice, Mohammedia, Maroc",0522805383,contact@somawholesale1.ma,Actif,2,14
554,745652639000055,Société Atlas de Câblage SARL,SARL,Industrie,PME,71813469.13,110,2008-06-27,Mohammedia,"Zone Industrielle, N° 433, Route de Blotboeuf, Mohammedia, Maroc",0522494659,contact@societeatlasdecablage.ma,Actif,2,15
555,305634099000021,Société Marocaine de Distribution SARL AU,SARL,Commerce,TPE,4211814.38,1,2005-05-22,Mohammedia,"Zone Industrielle, N° 193, Route de Sainte CamilleBourg, Mohammedia, Maroc",0522843647,contact@societemarocainededistribution.ma,Actif,2,14
556,525294302000024,Atlas Import-Export SNC,SARL,Commerce,PME,64397473.03,193,2011-01-07,Mohammedia,"Zone Industrielle, N° 336, Route de Nguyen, Mohammedia, Maroc",0522961010,contact@atlasimportexport.ma,Actif,2,15
557,169846182000026,Société Zilis de Market SA,SA,Commerce,PME,59064711.98,136,2010-02-19,Mohammedia,"Zone Industrielle, N° 391, Route de Maréchal-sur-Hardy, Mohammedia, Maroc",0522234476,contact@societezilisdemarket1.ma,Actif,2,14
558,797964448000016,Somaco Entreprise SARL AU,SA,Tourisme,TPE,2892526.12,4,2019-01-14,Mohammedia,"Zone Industrielle, N° 354, Route de Sainte Thierryboeuf, Mohammedia, Maroc",0522772101,contact@somacoentreprise1.ma,Actif,2,15
559,581961364000050,Saiss Nettoyage SNC,SA,Services,PME,35684930.13,114,2012-01-09,Mohammedia,"Zone Industrielle, N° 282, Route de Le Roux, Mohammedia, Maroc",0522540467,contact@saissnettoyage.ma,Actif,2,14
560,167478361000090,Société Chaouia de Entreprise SARL,EURL,Tourisme,TPE,1053579.88,2,2012-04-06,Mohammedia,"Zone Industrielle, N° 169, Route de Garnier, Mohammedia, Maroc",0522445217,contact@societechaouiadeentreprise1.ma,Actif,2,15
561,952670321000040,Chaouia Agro SARL AU,SARL,Agriculture,PME,7647911.46,120,2015-01-27,Mohammedia,"Zone Industrielle, N° 276, Route de CouturierBourg, Mohammedia, Maroc",0522449792,contact@chaouiaagro.ma,Actif,2,14
562,844493568000018,Société Med de Nettoyage SARL,SARL,Services,Grande Entreprise,410299788.71,2737,2006-01-13,Mohammedia,"Zone Industrielle, N° 465, Route de Gros-sur-Mer, Mohammedia, Maroc",0522428497,contact@societemeddenettoyage.ma,Actif,2,15
563,202896950000089,Somibat Wholesale SNC,SARL,Commerce,PME,10890212.19,123,2006-05-28,Mohammedia,"Zone Industrielle, N° 215, Route de Marty, Mohammedia, Maroc",0522499985,contact@somibatwholesale1.ma,Actif,2,14
564,127887311000068,Taza Oléicole SARL,SA,Agriculture,PME,27145638.48,163,2008-06-21,Mohammedia,"Zone Industrielle, N° 410, Route de Huet, Mohammedia, Maroc",0522808602,contact@tazaoleicole.ma,Actif,2,15
565,552052831000071,Société Bouregreg de Trading SARL,SNC,Commerce,TPE,2980285.45,2,2009-11-17,Mohammedia,"Zone Industrielle, N° 191, Route de Saint Pierre-sur-Mer, Mohammedia, Maroc",0522368735,contact@societebouregregdetrading.ma,Actif,2,14
566,726706507000079,Soma Import-Export SARL,SARL,Commerce,PME,47239309.79,72,2021-11-25,Mohammedia,"Zone Industrielle, N° 169, Route de Marion, Mohammedia, Maroc",0522475121,contact@somaimportexport.ma,Actif,2,15
567,996762249000081,Atlas Béton SARL AU,SARL,BTP,PME,19003860.95,89,2009-01-08,Mohammedia,"Zone Industrielle, N° 429, Route de Samson, Mohammedia, Maroc",0522631741,contact@atlasbeton1.ma,Actif,2,14
568,721063811000082,Inter Entreprise SA,SA,Santé,PME,45095808.34,60,2019-10-23,Mohammedia,"Zone Industrielle, N° 446, Route de Saint Pénélopedan, Mohammedia, Maroc",0522447231,contact@interentreprise2.ma,Actif,2,15
569,600940025000089,Bouregreg Services 1 SARL,SARL,Services,Grande Entreprise,346441254.91,1914,2005-11-08,Mohammedia,"Zone Industrielle, N° 127, Route de Faivredan, Mohammedia, Maroc",0522826894,contact@bouregregservices1.ma,Actif,2,14
570,132231138000081,Global Ferme SNC,SA,Agriculture,TPE,2455656.42,6,2005-06-01,Mohammedia,"Zone Industrielle, N° 193, Route de Weiss-sur-Bousquet, Mohammedia, Maroc",0522177312,contact@globalferme.ma,Actif,2,15
571,464876250000080,Somaco Travaux SARL AU,SARL,BTP,TPE,1523823.46,4,2010-04-09,Mohammedia,"Zone Industrielle, N° 99, Route de Breton-sur-Techer, Mohammedia, Maroc",0522853754,contact@somacotravaux.ma,Actif,2,14
572,357859027000057,Soma Entreprise SARL,SA,Transport,TPE,1060339.04,3,2008-06-07,Mohammedia,"Zone Industrielle, N° 243, Route de Fernandes, Mohammedia, Maroc",0522419891,contact@somaentreprise2.ma,Actif,2,15
573,845556818000057,Société Maroc de Entreprise 1 SNC,SARL,Santé,PME,67786327.95,144,2009-04-07,Mohammedia,"Zone Industrielle, N° 203, Route de Mercierdan, Mohammedia, Maroc",0522658424,contact@societemarocdeentreprise11.ma,Actif,2,14
574,235783814000075,Société Sous de Web SA,SARL,Technologies,TPE,2204746.81,4,2012-01-21,Mohammedia,"Zone Industrielle, N° 153, Route de Lefort-la-Forêt, Mohammedia, Maroc",0522934259,contact@societesousdeweb.ma,Actif,2,15
575,635354547000076,Société Bahia de Agro SNC,SARL,Agriculture,Grande Entreprise,454333715.11,1057,2017-11-25,Mohammedia,"Zone Industrielle, N° 201, Route de Maury, Mohammedia, Maroc",0522633891,contact@societebahiadeagro.ma,Actif,2,14
576,139303775000036,Société Med de Métal SNC,SARL,Industrie,TPE,1676933.35,6,2017-11-26,Mohammedia,"Zone Industrielle, N° 342, Route de Sainte Corinne, Mohammedia, Maroc",0522712350,contact@societemeddemetal.ma,Actif,2,15
577,907048786000020,Taza Nettoyage SARL AU,SARL,Services,TPE,1094702.43,4,2016-05-18,Mohammedia,"Zone Industrielle, N° 78, Route de Sainte Célinadan, Mohammedia, Maroc",0522188876,contact@tazanettoyage.ma,Actif,2,14
578,634232794000050,Société Bahia de Plastique SNC,SARL,Industrie,TPE,2642221.53,4,2019-07-14,Mohammedia,"Zone Industrielle, N° 421, Route de Saint Alexandrie, Mohammedia, Maroc",0522485364,contact@societebahiadeplastique.ma,Actif,2,15
579,396809027000039,Maroc Import-Export SARL,SA,Commerce,TPE,221119.16,8,2021-09-21,Mohammedia,"Zone Industrielle, N° 412, Route de Garnier, Mohammedia, Maroc",0522181955,contact@marocimportexport.ma,Actif,2,14
580,907865473000079,Inter Plastique SARL AU,SARL,Industrie,TPE,449608.52,1,2013-04-23,Mohammedia,"Zone Industrielle, N° 80, Route de Sainte CélinaVille, Mohammedia, Maroc",0522733375,contact@interplastique1.ma,Actif,2,15
581,260289403000060,Taza Nettoyage 1 SARL AU,SA,Services,Grande Entreprise,103413551.36,1426,2005-08-21,Mohammedia,"Zone Industrielle, N° 399, Route de Masse-sur-Mer, Mohammedia, Maroc",0522637549,contact@tazanettoyage1.ma,Actif,2,14
582,849408730000063,Société Med de Plastique SNC,SA,Industrie,TPE,3644345.86,4,2015-04-14,Mohammedia,"Zone Industrielle, N° 492, Route de Texier, Mohammedia, Maroc",0522907540,contact@societemeddeplastique1.ma,Actif,2,15
583,480815903000053,Société Maghreb de Import-Export SA,SNC,Commerce,TPE,2304862.48,9,2005-08-26,Mohammedia,"Zone Industrielle, N° 437, Route de Charrier-les-Bains, Mohammedia, Maroc",0522790852,contact@societemaghrebdeimportexport.ma,Actif,2,14
584,776284800000087,Bahia Agro SARL AU,SARL,Agriculture,TPE,2186024.81,7,2006-03-05,Mohammedia,"Zone Industrielle, N° 300, Route de Sainte François, Mohammedia, Maroc",0522446292,contact@bahiaagro.ma,Actif,2,15
585,427110579000021,Maroc Entreprise SA,SARL,Éducation,Grande Entreprise,329551493.73,1801,2008-06-19,Mohammedia,"Zone Industrielle, N° 337, Route de Delannoy, Mohammedia, Maroc",0522573469,contact@marocentreprise1.ma,Actif,2,14
586,808207780000077,Soma Trading SNC,SARL,Commerce,TPE,3406939.14,3,2017-05-07,Mohammedia,"Zone Industrielle, N° 159, Route de Saint Augustin-sur-Mer, Mohammedia, Maroc",0522344359,contact@somatrading1.ma,Actif,2,15
587,173833701000059,Taza Trading SARL AU,EURL,Commerce,TPE,381520.59,9,2009-09-14,Mohammedia,"Zone Industrielle, N° 390, Route de Navarro-les-Bains, Mohammedia, Maroc",0522601482,contact@tazatrading.ma,Actif,2,14
588,835336980000068,Zilis Entreprise SARL AU,SARL,Tourisme,Grande Entreprise,446279797.57,732,2014-10-07,Mohammedia,"Zone Industrielle, N° 376, Route de Guichard, Mohammedia, Maroc",0522626883,contact@zilisentreprise2.ma,Actif,2,15
589,891659872000021,Société Bouregreg de Logistique SNC,SARL,Services,TPE,136472.21,3,2020-08-15,Mohammedia,"Zone Industrielle, N° 30, Route de Chevallier, Mohammedia, Maroc",0522704118,contact@societebouregregdelogistique.ma,Actif,2,14
590,513030888000094,Bahia Logistique SARL AU,SARL,Services,TPE,4416870.96,8,2010-10-24,Mohammedia,"Zone Industrielle, N° 244, Route de Beckerboeuf, Mohammedia, Maroc",0522553065,contact@bahialogistique1.ma,Actif,2,15
591,875681172000037,Soma Construction SARL,SNC,BTP,TPE,2886214.8,7,2014-11-03,Mohammedia,"Zone Industrielle, N° 381, Route de Roux-sur-Lefort, Mohammedia, Maroc",0522831952,contact@somaconstruction.ma,Actif,2,14
592,322664095000074,Somibat Market SARL AU,SA,Commerce,Grande Entreprise,264511263.35,2464,2015-07-15,Mohammedia,"Zone Industrielle, N° 139, Route de François, Mohammedia, Maroc",0522272846,contact@somibatmarket.ma,Actif,2,15
593,903884763000069,Global Services SNC,SARL,Services,TPE,230917.61,8,2008-12-05,Mohammedia,"Zone Industrielle, N° 353, Route de Gauthier, Mohammedia, Maroc",0522443000,contact@globalservices.ma,Actif,2,14
594,415835422000025,Société Marocaine de Construction SNC,SA,BTP,TPE,434362.14,9,2010-01-20,Mohammedia,"Zone Industrielle, N° 100, Route de Potiernec, Mohammedia, Maroc",0522205397,contact@societemarocainedeconstruction.ma,Actif,2,15
595,824823116000078,Société Sous de Travaux SARL,SARL,BTP,TPE,2015162.56,2,2010-04-23,Mohammedia,"Zone Industrielle, N° 467, Route de Fleury, Mohammedia, Maroc",0522136118,contact@societesousdetravaux.ma,Actif,2,14
596,316614577000041,Zilis Construction SARL,SARL,BTP,TPE,3514037.58,9,2005-01-25,Mohammedia,"Zone Industrielle, N° 402, Route de Gérard-sur-Le Roux, Mohammedia, Maroc",0522495727,contact@zilisconstruction.ma,Actif,2,15
597,991689612000095,Inter Trading 1 SARL,SA,Commerce,TPE,1268847.58,2,2007-04-04,Mohammedia,"Zone Industrielle, N° 437, Route de Saint Adèle-la-Forêt, Mohammedia, Maroc",0522935635,contact@intertrading11.ma,Actif,2,14
598,349546342000037,Riad Câblage SARL AU,SARL,Industrie,TPE,918531.55,7,2011-09-13,Mohammedia,"Zone Industrielle, N° 71, Route de DumontBourg, Mohammedia, Maroc",0522548665,contact@riadcablage.ma,Actif,2,15
599,769917612000057,Global Logistique SARL AU,SARL,Services,TPE,1684502.36,1,2007-11-27,Mohammedia,"Zone Industrielle, N° 342, Route de Vaillant, Mohammedia, Maroc",0522391983,contact@globallogistique.ma,Actif,2,14
600,517218963000096,Compagnie du Nettoyage 1 SNC,SARL,Services,TPE,4438754.25,7,2008-10-11,Mohammedia,"Zone Industrielle, N° 366, Route de Weissboeuf, Mohammedia, Maroc",0522761519,contact@compagniedunettoyage1.ma,Actif,2,15
601,349564952000074,Société Med de Services SARL AU,SARL,Services,Grande Entreprise,408562563.94,744,2019-07-17,Mohammedia,"Zone Industrielle, N° 389, Route de Leconte, Mohammedia, Maroc",0522771709,contact@societemeddeservices.ma,Actif,2,14
602,502141680000073,Chaouia Wholesale SARL,SARL,Commerce,PME,98896182.11,69,2012-10-03,Mohammedia,"Zone Industrielle, N° 80, Route de Morinnec, Mohammedia, Maroc",0522162833,contact@chaouiawholesale1.ma,Actif,2,15
603,945003544000015,Société Bahia de Génie Civil SA,SA,BTP,TPE,843185.87,4,2015-03-09,Mohammedia,"Zone Industrielle, N° 339, Route de ÉtienneVille, Mohammedia, Maroc",0522432963,contact@societebahiadegeniecivil.ma,Actif,2,14
604,847622862000038,Société Saiss de Laiterie SA,SARL,Agriculture,TPE,4890080.77,5,2006-11-08,Mohammedia,"Zone Industrielle, N° 361, Route de Ruiz, Mohammedia, Maroc",0522940383,contact@societesaissdelaiterie.ma,Actif,2,15
605,198525897000032,Société Marocaine de Distribution SARL,EURL,Commerce,PME,41241162.45,92,2006-11-05,Mohammedia,"Zone Industrielle, N° 74, Route de Benoit, Mohammedia, Maroc",0522314140,contact@societemarocainededistribution1.ma,Actif,2,14
606,367328888000048,Zilis Négoce SARL,SARL,Commerce,PME,83965983.47,62,2011-04-14,Mohammedia,"Zone Industrielle, N° 320, Route de Gosselin, Mohammedia, Maroc",0522285006,contact@zilisnegoce.ma,Actif,2,15
607,889123047000065,Inter Security SNC,SARL,Services,TPE,2296528.84,4,2020-08-14,Mohammedia,"Zone Industrielle, N° 322, Route de Olivier-sur-Mer, Mohammedia, Maroc",0522629837,contact@intersecurity.ma,Actif,2,14
608,508505332000069,Maroc Import-Export SNC,SARL,Commerce,PME,82862361.75,133,2009-09-24,Mohammedia,"Zone Industrielle, N° 141, Route de Meyer, Mohammedia, Maroc",0522284234,contact@marocimportexport1.ma,Actif,2,15
609,637622321000057,Maghreb Aménagement SARL,SARL,BTP,TPE,1487806.16,9,2009-04-01,Mohammedia,"Zone Industrielle, N° 451, Route de Sainte CamilleBourg, Mohammedia, Maroc",0522113457,contact@maghrebamenagement.ma,Actif,2,14
610,707317600000030,Med Entreprise SARL AU,SARL,Santé,TPE,4635886.25,7,2007-07-02,Mohammedia,"Zone Industrielle, N° 207, Route de PiresVille, Mohammedia, Maroc",0522230524,contact@medentreprise1.ma,Actif,2,15
611,555309840000041,Société Zilis de Oléicole SARL AU,SARL,Agriculture,TPE,2237859.93,5,2016-12-02,Mohammedia,"Zone Industrielle, N° 207, Route de Gosselin, Mohammedia, Maroc",0522782524,contact@societezilisdeoleicole.ma,Actif,2,14
612,746552918000084,Société Koutoubia de Aménagement SARL,SARL,BTP,TPE,269087.1,6,2019-11-05,Mohammedia,"Zone Industrielle, N° 136, Route de Payet-sur-Godard, Mohammedia, Maroc",0522366640,contact@societekoutoubiadeamenagement.ma,Actif,2,15
613,990936811000064,Société Zilis de Négoce SARL,SARL,Commerce,Grande Entreprise,436606359.96,250,2007-09-07,Mohammedia,"Zone Industrielle, N° 94, Route de Brunet-les-Bains, Mohammedia, Maroc",0522543489,contact@societezilisdenegoce.ma,Actif,2,14
614,956345554000054,Société Sous de Aménagement 1 SNC,SARL,BTP,TPE,1580875.87,9,2007-02-21,Mohammedia,"Zone Industrielle, N° 407, Route de Jacquot, Mohammedia, Maroc",0522700426,contact@societesousdeamenagement1.ma,Actif,2,15
615,847664372000063,Société Sous de Tech SNC,EURL,Technologies,PME,30557027.1,63,2020-01-04,Mohammedia,"Zone Industrielle, N° 406, Route de Gaillard-sur-Mace, Mohammedia, Maroc",0522173234,contact@societesousdetech.ma,Actif,2,14
616,328248925000033,Soma Trading SARL AU,SARL,Commerce,TPE,3307153.84,7,2021-02-15,Mohammedia,"Zone Industrielle, N° 426, Route de Bertrandnec, Mohammedia, Maroc",0522694639,contact@somatrading2.ma,Actif,2,15
617,233875825000045,Koutoubia Nettoyage SNC,SARL,Services,TPE,3774587.1,4,2010-02-10,Mohammedia,"Zone Industrielle, N° 203, Route de Labbé, Mohammedia, Maroc",0522189870,contact@koutoubianettoyage.ma,Actif,2,14
618,203983146000037,Somaco Plastique SARL,SA,Industrie,TPE,245366.59,4,2005-11-19,Mohammedia,"Zone Industrielle, N° 31, Route de Hebert, Mohammedia, Maroc",0522927543,contact@somacoplastique.ma,Actif,2,15
619,977082994000040,Med Entreprise 1 SARL AU,SARL,Éducation,TPE,135583.59,9,2015-06-22,Mohammedia,"Zone Industrielle, N° 171, Route de Jacquet-sur-Chrétien, Mohammedia, Maroc",0522459742,contact@medentreprise11.ma,Actif,2,14
620,746295060000025,Bouregreg Bâtiment SARL AU,SARL,BTP,Grande Entreprise,366031314.13,1750,2017-12-27,Mohammedia,"Zone Industrielle, N° 23, Route de Rey-sur-Mer, Mohammedia, Maroc",0522245608,contact@bouregregbatiment.ma,Actif,2,15
621,103359850000091,Med Agrumes SA,SA,Agriculture,PME,31549415.37,189,2020-09-14,Mohammedia,"Zone Industrielle, N° 106, Route de Lelièvre, Mohammedia, Maroc",0522792299,contact@medagrumes.ma,Actif,2,14
622,187369550000054,Société Saiss de Aménagement SARL,SARL,BTP,Grande Entreprise,425047619.11,268,2020-07-24,Mohammedia,"Zone Industrielle, N° 416, Route de Tessier, Mohammedia, Maroc",0522742349,contact@societesaissdeamenagement.ma,Actif,2,15
623,869513858000074,Société Taza de Entreprise SARL,SARL,Éducation,TPE,4664269.0,8,2009-09-19,Mohammedia,"Zone Industrielle, N° 448, Route de Besnard-sur-Pinto, Mohammedia, Maroc",0522922987,contact@societetazadeentreprise3.ma,Actif,2,14
624,808395905000099,Société Marocaine de Services SNC,SARL,Services,TPE,2539832.78,2,2012-04-07,Mohammedia,"Zone Industrielle, N° 395, Route de Merle, Mohammedia, Maroc",0522278711,contact@societemarocainedeservices.ma,Actif,2,15
625,814549811000027,Bouregreg Import-Export SARL AU,SARL,Commerce,TPE,2230977.69,1,2013-11-16,Mohammedia,"Zone Industrielle, N° 73, Route de Gaudinnec, Mohammedia, Maroc",0522803176,contact@bouregregimportexport.ma,Actif,2,14
626,878492981000058,Union Market SARL AU,SARL,Commerce,Grande Entreprise,353419276.25,2215,2015-07-23,Mohammedia,"Zone Industrielle, N° 386, Route de Bourgeois, Mohammedia, Maroc",0522879058,contact@unionmarket1.ma,Actif,2,15
627,302031360000024,Maroc Laiterie SA,SARL,Agriculture,PME,79582778.84,121,2007-06-24,Mohammedia,"Zone Industrielle, N° 489, Route de Dos Santos-sur-Deschamps, Mohammedia, Maroc",0522720967,contact@maroclaiterie.ma,Actif,2,14
628,956328583000096,Atlas Data SARL,SARL,Technologies,PME,17104659.31,90,2017-07-11,Mohammedia,"Zone Industrielle, N° 196, Route de Sainte Alix, Mohammedia, Maroc",0522908746,contact@atlasdata.ma,Actif,2,15
629,418711858000038,Global Bâtiment SA,SARL,BTP,Grande Entreprise,150522945.88,2918,2019-06-05,Mohammedia,"Zone Industrielle, N° 492, Route de HenryBourg, Mohammedia, Maroc",0522955793,contact@globalbatiment.ma,Actif,2,14
630,613552190000090,Société Saiss de Import-Export SARL,SARL,Commerce,TPE,2333344.2,5,2008-05-28,Mohammedia,"Zone Industrielle, N° 303, Route de Perez, Mohammedia, Maroc",0522840842,contact@societesaissdeimportexport1.ma,Actif,2,15
631,933265252000032,Maghreb Entreprise SARL,SA,Santé,PME,52027424.89,190,2012-12-24,Mohammedia,"Zone Industrielle, N° 482, Route de Maillard, Mohammedia, Maroc",0522155119,contact@maghrebentreprise1.ma,Actif,2,14
632,177119592000077,Compagnie du Entreprise SA,SARL,Éducation,PME,74102568.98,86,2020-06-25,Mohammedia,"Zone Industrielle, N° 210, Route de Blanchet-les-Bains, Mohammedia, Maroc",0522510373,contact@compagnieduentreprise2.ma,Actif,2,15
633,275765597000083,Soma Construction SNC,SA,BTP,PME,31824587.89,59,2006-12-10,Mohammedia,"Zone Industrielle, N° 345, Route de Robin-sur-Mer, Mohammedia, Maroc",0522579757,contact@somaconstruction1.ma,Actif,2,14
634,558607012000096,Afric Entreprise 1 SA,SARL,Tourisme,TPE,3510182.08,5,2008-11-26,Mohammedia,"Zone Industrielle, N° 202, Route de LévêqueVille, Mohammedia, Maroc",0522254775,contact@africentreprise11.ma,Actif,2,15
635,875832605000061,Somaco Services SNC,EURL,Services,PME,92968606.99,34,2015-10-14,Mohammedia,"Zone Industrielle, N° 331, Route de Vincentnec, Mohammedia, Maroc",0522255785,contact@somacoservices.ma,Actif,2,14
636,510277740000045,Société Zilis de Métal SA,SA,Industrie,TPE,682132.45,7,2007-08-28,Mohammedia,"Zone Industrielle, N° 342, Route de Besson-sur-Mer, Mohammedia, Maroc",0522957939,contact@societezilisdemetal.ma,Actif,2,15
637,714857387000071,Société Marocaine de Wholesale SARL,SA,Commerce,PME,47286236.7,12,2021-04-01,Mohammedia,"Zone Industrielle, N° 303, Route de Faureboeuf, Mohammedia, Maroc",0522715357,contact@societemarocainedewholesale.ma,Actif,2,14
638,298523961000061,Bahia Logistique 1 SNC,SARL,Services,TPE,3752260.54,3,2007-12-28,Mohammedia,"Zone Industrielle, N° 285, Route de Leroy, Mohammedia, Maroc",0522933853,contact@bahialogistique11.ma,Actif,2,15
639,743281527000098,Compagnie du Agrumes SNC,SARL,Agriculture,PME,6875906.9,152,2008-04-22,Mohammedia,"Zone Industrielle, N° 102, Route de Perrin, Mohammedia, Maroc",0522223025,contact@compagnieduagrumes1.ma,Actif,2,14
640,420595601000056,Société Chaouia de Wholesale SA,SARL,Commerce,TPE,2818136.67,6,2013-01-03,Mohammedia,"Zone Industrielle, N° 269, Route de Rodrigues, Mohammedia, Maroc",0522230775,contact@societechaouiadewholesale.ma,Actif,2,15
641,436012520000076,Compagnie du Import-Export SARL AU,SA,Commerce,Grande Entreprise,168641279.41,2895,2019-03-19,Mohammedia,"Zone Industrielle, N° 365, Route de Morel, Mohammedia, Maroc",0522614266,contact@compagnieduimportexport.ma,Actif,2,14
642,994027302000037,Société Maroc de Câblage 1 SA,SA,Industrie,Grande Entreprise,498718864.78,2682,2012-01-07,Mohammedia,"Zone Industrielle, N° 163, Route de Georges, Mohammedia, Maroc",0522248548,contact@societemarocdecablage1.ma,Actif,2,15
643,275362844000061,Union Métal SARL AU,SARL,Industrie,Grande Entreprise,340857754.8,1084,2013-05-13,Mohammedia,"Zone Industrielle, N° 472, Route de Thierry, Mohammedia, Maroc",0522781332,contact@unionmetal.ma,Actif,2,14
644,867129446000057,Société Chaouia de Tech SA,SARL,Technologies,TPE,4729228.37,7,2013-11-23,Mohammedia,"Zone Industrielle, N° 108, Route de PonsVille, Mohammedia, Maroc",0522776930,contact@societechaouiadetech.ma,Actif,2,15
645,218101000000097,Inter Génie Civil SNC,SARL,BTP,PME,66538255.57,140,2012-02-09,Mohammedia,"Zone Industrielle, N° 282, Route de Saint Pierre-sur-Mer, Mohammedia, Maroc",0522230674,contact@intergeniecivil1.ma,Actif,2,14
646,212745817000025,Maghreb Logistique SARL AU,SARL,Services,TPE,423200.86,2,2008-07-08,Mohammedia,"Zone Industrielle, N° 497, Route de Lévy, Mohammedia, Maroc",0522497024,contact@maghreblogistique.ma,Actif,2,15
647,151500184000031,Compagnie du Plastique SNC,SA,Industrie,TPE,3668804.33,5,2014-09-09,Mohammedia,"Zone Industrielle, N° 60, Route de Evrard-sur-Briand, Mohammedia, Maroc",0522736975,contact@compagnieduplastique.ma,Actif,2,14
648,253190896000058,Bahia Logistique 2 SNC,SARL,Services,TPE,3784177.28,3,2021-12-05,Mohammedia,"Zone Industrielle, N° 74, Route de Sainte Noël-la-Forêt, Mohammedia, Maroc",0522789504,contact@bahialogistique2.ma,Actif,2,15
649,480106125000069,Société Bouregreg de Travaux SARL AU,SA,BTP,PME,30400140.88,195,2018-12-15,Mohammedia,"Zone Industrielle, N° 234, Route de Saint Oliviernec, Mohammedia, Maroc",0522291999,contact@societebouregregdetravaux.ma,Actif,2,14
650,185335495000019,Koutoubia Industrie SA,SNC,Industrie,TPE,1451532.57,7,2018-06-28,Mohammedia,"Zone Industrielle, N° 334, Route de Albert-sur-Andre, Mohammedia, Maroc",0522194519,contact@koutoubiaindustrie.ma,Actif,2,15
651,884687698000027,Société Sous de Textile SARL,SNC,Industrie,PME,94762360.11,52,2005-07-22,Mohammedia,"Zone Industrielle, N° 487, Route de Sainte JeannineVille, Mohammedia, Maroc",0522633392,contact@societesousdetextile.ma,Actif,2,14
652,904949834000054,Union Travaux 1 SNC,SNC,BTP,TPE,2623556.29,9,2005-12-14,Mohammedia,"Zone Industrielle, N° 283, Route de Bruneau-sur-Mer, Mohammedia, Maroc",0522836720,contact@uniontravaux1.ma,Actif,2,15
653,243149972000075,Société Med de Travaux SARL,SA,BTP,TPE,3721017.44,9,2021-04-06,Mohammedia,"Zone Industrielle, N° 197, Route de Klein, Mohammedia, Maroc",0522178771,contact@societemeddetravaux.ma,Actif,2,14
654,384273996000037,Inter Holding SARL AU,SARL,Services,TPE,349442.17,8,2008-05-10,Mohammedia,"Zone Industrielle, N° 160, Route de Martinboeuf, Mohammedia, Maroc",0522606592,contact@interholding1.ma,Actif,2,15
655,594301215000052,Société Riad de Distribution SARL AU,SNC,Commerce,TPE,3192764.62,7,2020-01-12,Mohammedia,"Zone Industrielle, N° 325, Route de Masse, Mohammedia, Maroc",0522106177,contact@societeriaddedistribution2.ma,Actif,2,14
656,265045572000062,Saiss Entreprise 1 SA,SARL,Tourisme,TPE,625103.87,6,2020-04-03,Mohammedia,"Zone Industrielle, N° 273, Route de LemoineBourg, Mohammedia, Maroc",0522654797,contact@saissentreprise1.ma,Actif,2,15
657,389353749000023,Société Marocaine de Oléicole SARL AU,SARL,Agriculture,TPE,2488319.56,3,2016-07-06,Mohammedia,"Zone Industrielle, N° 425, Route de AlvesBourg, Mohammedia, Maroc",0522662484,contact@societemarocainedeoleicole.ma,Actif,2,14
658,243538161000060,Société Taza de Distribution SARL AU,SARL,Commerce,Grande Entreprise,362511857.87,1999,2011-02-07,Mohammedia,"Zone Industrielle, N° 30, Route de DevauxVille, Mohammedia, Maroc",0522398739,contact@societetazadedistribution.ma,Actif,2,15
659,866996292000026,Koutoubia Import-Export SA,SARL,Commerce,TPE,1722946.2,1,2020-09-16,Mohammedia,"Zone Industrielle, N° 359, Route de LelièvreVille, Mohammedia, Maroc",0522938672,contact@koutoubiaimportexport1.ma,Actif,2,14
660,923973312000097,Somibat Industrie SNC,SA,Industrie,TPE,3845524.28,7,2009-03-12,Mohammedia,"Zone Industrielle, N° 16, Route de Besson-la-Forêt, Mohammedia, Maroc",0522624288,contact@somibatindustrie.ma,Actif,2,15
661,883024695000075,Med Conseil SARL,SARL,Services,TPE,3423720.56,6,2007-07-08,Mohammedia,"Zone Industrielle, N° 88, Route de Sainte Simone, Mohammedia, Maroc",0522747614,contact@medconseil1.ma,Actif,2,14
662,294549403000034,Société Taza de Entreprise 2 SA,SARL,Transport,TPE,1477580.29,2,2008-12-24,Mohammedia,"Zone Industrielle, N° 322, Route de Sainte OlivierBourg, Mohammedia, Maroc",0522626735,contact@societetazadeentreprise21.ma,Actif,2,15
