id_souscription,id_entreprise,id_solution,date_souscription,statut,niveau_utilisation
550,312,1,2022-10-20,ACTIF,ELEVE
551,312,5,2022-04-25,ACTIF,FAIBLE
552,313,4,2022-02-25,ACTIF,FAIBLE
553,314,1,2022-06-14,ACTIF,MOYEN
554,314,2,2022-09-30,ACTIF,ELEVE
555,314,4,2022-08-13,ACTIF,FAIBLE
556,314,5,2022-01-25,ACTIF,ELEVE
557,315,2,2022-04-05,ACTIF,ELEVE
558,315,5,2022-09-09,ACTIF,FAIBLE
559,316,2,2022-09-26,ACTIF,ELEVE
560,317,2,2022-06-27,ACTIF,MOYEN
561,317,4,2022-08-26,ACTIF,FAIBLE
562,318,2,2022-04-04,ACTIF,ELEVE
563,318,4,2022-11-18,ACTIF,FAIBLE
564,319,3,2022-12-11,ACTIF,MOYEN
565,319,5,2022-04-26,ACTIF,MOYEN
566,320,2,2022-07-06,ACTIF,MOYEN
567,321,1,2022-12-10,ACTIF,MOYEN
568,321,5,2022-02-17,ACTIF,FAIBLE
569,323,1,2023-01-01,ACTIF,MOYEN
570,323,2,2022-06-03,ACTIF,FAIBLE
571,323,4,2022-11-21,RESILIE,FAIBLE
572,324,1,2022-01-26,ACTIF,ELEVE
573,324,3,2022-01-16,ACTIF,ELEVE
574,324,5,2022-03-09,ACTIF,MOYEN
575,325,4,2022-06-11,ACTIF,FAIBLE
576,325,5,2022-10-23,ACTIF,ELEVE
577,326,2,2022-04-03,ACTIF,ELEVE
578,326,5,2022-02-19,ACTIF,FAIBLE
579,327,3,2022-09-13,ACTIF,FAIBLE
580,328,1,2022-04-16,ACTIF,FAIBLE
581,328,2,2022-12-22,ACTIF,MOYEN
582,328,3,2022-12-02,ACTIF,FAIBLE
583,328,5,2022-01-22,ACTIF,ELEVE
584,329,2,2022-12-01,ACTIF,ELEVE
585,330,2,2022-05-13,ACTIF,ELEVE
586,331,1,2022-04-11,ACTIF,MOYEN
587,331,5,2022-12-14,ACTIF,FAIBLE
588,332,1,2022-06-10,ACTIF,FAIBLE
589,332,4,2022-12-30,ACTIF,MOYEN
590,333,1,2022-09-07,ACTIF,ELEVE
591,333,5,2022-11-05,ACTIF,ELEVE
592,334,2,2022-12-28,ACTIF,MOYEN
593,334,3,2022-10-14,ACTIF,MOYEN
594,335,3,2022-07-20,ACTIF,ELEVE
595,336,1,2022-06-04,ACTIF,ELEVE
596,336,5,2022-08-09,ACTIF,FAIBLE
597,337,1,2022-07-17,ACTIF,MOYEN
598,337,2,2022-11-01,ACTIF,ELEVE
599,337,4,2022-07-26,ACTIF,FAIBLE
600,338,2,2022-03-16,ACTIF,FAIBLE
601,338,3,2022-10-08,ACTIF,MOYEN
602,339,1,2022-12-28,ACTIF,MOYEN
603,340,2,2022-07-17,ACTIF,ELEVE
604,340,4,2022-12-19,ACTIF,MOYEN
605,340,5,2022-06-05,ACTIF,ELEVE
606,341,3,2022-04-05,ACTIF,FAIBLE
607,341,5,2022-11-27,ACTIF,MOYEN
608,342,1,2022-07-06,ACTIF,MOYEN
609,343,5,2022-02-17,ACTIF,MOYEN
610,344,5,2022-06-15,ACTIF,FAIBLE
611,345,5,2022-09-15,ACTIF,FAIBLE
612,346,2,2022-09-28,ACTIF,MOYEN
613,346,5,2022-04-18,ACTIF,MOYEN
614,347,2,2022-09-30,ACTIF,ELEVE
615,348,2,2022-06-07,ACTIF,MOYEN
616,349,1,2022-01-18,ACTIF,FAIBLE
617,349,3,2022-11-09,RESILIE,ELEVE
618,350,1,2022-07-03,ACTIF,ELEVE
619,351,2,2022-05-23,ACTIF,ELEVE
620,351,3,2022-06-07,ACTIF,ELEVE
621,351,4,2022-11-21,ACTIF,FAIBLE
622,352,1,2022-03-17,RESILIE,FAIBLE
623,352,2,2022-08-09,ACTIF,FAIBLE
624,352,4,2022-02-16,ACTIF,MOYEN
625,352,5,2022-11-26,ACTIF,MOYEN
626,353,3,2022-02-02,ACTIF,FAIBLE
627,354,1,2022-02-12,ACTIF,FAIBLE
628,354,3,2022-12-15,ACTIF,ELEVE
629,355,2,2022-06-17,ACTIF,MOYEN
630,355,4,2022-02-17,ACTIF,FAIBLE
631,355,5,2022-10-21,ACTIF,ELEVE
632,356,2,2022-09-22,ACTIF,ELEVE
633,356,3,2022-08-06,ACTIF,MOYEN
634,356,5,2022-11-30,ACTIF,ELEVE
635,357,2,2022-08-25,ACTIF,MOYEN
636,357,5,2022-12-03,ACTIF,ELEVE
637,358,1,2022-03-28,ACTIF,FAIBLE
638,358,5,2022-02-06,ACTIF,MOYEN
639,359,2,2022-11-22,ACTIF,ELEVE
640,359,3,2022-09-29,RESILIE,FAIBLE
641,360,2,2022-04-04,ACTIF,FAIBLE
642,360,5,2022-11-27,ACTIF,ELEVE
643,361,2,2022-04-11,ACTIF,FAIBLE
644,361,4,2022-08-25,ACTIF,MOYEN
645,362,1,2022-08-30,ACTIF,ELEVE
646,362,2,2022-08-22,ACTIF,ELEVE
647,362,4,2022-03-30,ACTIF,ELEVE
648,362,5,2022-01-30,ACTIF,ELEVE
649,363,1,2022-09-20,ACTIF,MOYEN
650,363,4,2022-01-19,ACTIF,MOYEN
651,364,2,2022-12-06,ACTIF,MOYEN
652,365,2,2022-08-21,ACTIF,FAIBLE
653,366,4,2022-07-04,ACTIF,FAIBLE
654,366,5,2022-11-11,ACTIF,MOYEN
655,368,1,2022-07-11,ACTIF,MOYEN
656,368,2,2022-04-09,ACTIF,MOYEN
657,368,4,2022-07-10,ACTIF,MOYEN
658,368,5,2022-11-21,ACTIF,ELEVE
659,370,2,2022-03-10,ACTIF,MOYEN
660,370,5,2022-11-10,ACTIF,MOYEN
661,371,2,2022-12-12,ACTIF,MOYEN
662,372,2,2022-06-07,ACTIF,ELEVE
663,372,5,2022-05-12,ACTIF,FAIBLE
664,373,1,2022-02-21,ACTIF,ELEVE
665,374,2,2022-08-20,ACTIF,FAIBLE
666,375,5,2022-08-15,ACTIF,FAIBLE
667,376,2,2022-02-28,ACTIF,FAIBLE
668,376,3,2022-05-21,ACTIF,ELEVE
669,376,5,2022-10-01,ACTIF,MOYEN
670,377,2,2022-05-10,ACTIF,FAIBLE
671,377,4,2022-10-23,ACTIF,FAIBLE
672,378,2,2022-05-07,ACTIF,FAIBLE
673,378,4,2022-08-10,ACTIF,MOYEN
674,379,2,2022-09-08,RESILIE,FAIBLE
675,379,5,2022-11-29,ACTIF,MOYEN
676,380,5,2022-07-10,ACTIF,ELEVE
677,381,2,2022-07-10,ACTIF,MOYEN
678,381,5,2022-12-05,ACTIF,FAIBLE
679,382,1,2022-07-21,ACTIF,MOYEN
680,383,1,2022-12-21,ACTIF,MOYEN
681,384,4,2022-12-14,ACTIF,MOYEN
682,384,5,2022-12-04,ACTIF,ELEVE
683,385,1,2022-07-26,ACTIF,MOYEN
684,385,2,2022-04-02,ACTIF,FAIBLE
685,385,3,2022-12-22,ACTIF,FAIBLE
686,386,1,2022-04-29,ACTIF,FAIBLE
687,386,3,2022-02-14,ACTIF,FAIBLE
688,387,1,2022-03-03,ACTIF,FAIBLE
689,387,2,2022-06-11,ACTIF,FAIBLE
690,387,3,2022-04-28,ACTIF,MOYEN
691,388,1,2022-05-24,ACTIF,FAIBLE
692,388,5,2022-12-19,ACTIF,FAIBLE
693,389,3,2022-01-29,ACTIF,MOYEN
694,390,1,2022-12-17,ACTIF,FAIBLE
695,390,2,2022-08-12,ACTIF,FAIBLE
696,390,4,2022-03-15,ACTIF,FAIBLE
697,391,2,2022-09-30,ACTIF,ELEVE
698,391,3,2022-05-05,ACTIF,ELEVE
699,392,2,2022-08-16,ACTIF,FAIBLE
700,392,5,2022-03-16,ACTIF,FAIBLE
701,393,1,2022-03-01,ACTIF,ELEVE
702,393,4,2022-06-13,ACTIF,ELEVE
703,394,1,2022-10-12,ACTIF,ELEVE
704,394,4,2022-07-29,ACTIF,ELEVE
705,395,1,2022-03-16,ACTIF,ELEVE
706,395,5,2022-05-07,ACTIF,FAIBLE
707,396,4,2022-04-03,ACTIF,FAIBLE
708,398,2,2022-09-20,ACTIF,FAIBLE
709,399,1,2022-03-15,ACTIF,ELEVE
710,399,3,2022-01-31,ACTIF,FAIBLE
711,399,4,2022-04-07,ACTIF,FAIBLE
712,400,1,2022-05-30,ACTIF,ELEVE
713,400,2,2022-09-25,ACTIF,FAIBLE
714,400,5,2022-09-26,ACTIF,MOYEN
715,401,2,2022-12-16,ACTIF,MOYEN
716,401,3,2022-07-28,ACTIF,ELEVE
717,402,4,2022-12-15,ACTIF,ELEVE
718,403,1,2022-08-29,RESILIE,FAIBLE
719,404,1,2022-08-08,ACTIF,MOYEN
720,404,2,2022-11-23,ACTIF,MOYEN
721,404,5,2022-11-21,ACTIF,FAIBLE
722,405,1,2022-05-22,ACTIF,FAIBLE
723,405,2,2022-09-25,ACTIF,FAIBLE
724,406,3,2022-12-17,ACTIF,FAIBLE
725,406,4,2022-04-19,ACTIF,FAIBLE
726,407,2,2022-10-16,ACTIF,MOYEN
727,408,1,2022-12-15,ACTIF,FAIBLE
728,408,2,2022-01-18,ACTIF,ELEVE
729,408,3,2022-07-01,ACTIF,ELEVE
730,408,4,2022-07-26,ACTIF,ELEVE
731,409,3,2022-11-29,ACTIF,FAIBLE
732,410,4,2022-05-16,ACTIF,MOYEN
733,411,1,2022-09-23,ACTIF,FAIBLE
734,411,4,2022-05-19,ACTIF,ELEVE
735,411,5,2022-05-16,ACTIF,MOYEN
736,412,2,2022-08-19,ACTIF,MOYEN
737,412,5,2022-08-05,ACTIF,FAIBLE
738,413,1,2022-02-04,ACTIF,MOYEN
739,413,2,2022-07-11,ACTIF,FAIBLE
740,413,4,2022-05-29,ACTIF,MOYEN
741,413,5,2022-03-09,ACTIF,FAIBLE
742,414,1,2022-02-25,ACTIF,MOYEN
743,415,2,2022-10-18,ACTIF,MOYEN
744,416,2,2022-10-07,ACTIF,ELEVE
745,416,4,2022-07-05,ACTIF,MOYEN
746,417,2,2022-05-28,ACTIF,FAIBLE
747,417,4,2022-10-02,ACTIF,MOYEN
748,418,4,2022-06-01,ACTIF,FAIBLE
749,420,2,2022-08-21,ACTIF,FAIBLE
750,420,5,2022-08-15,RESILIE,ELEVE
751,421,1,2022-04-02,RESILIE,FAIBLE
752,421,2,2022-11-12,ACTIF,MOYEN
753,422,5,2022-10-14,ACTIF,FAIBLE
754,423,4,2022-12-29,ACTIF,ELEVE
755,424,2,2022-11-21,ACTIF,ELEVE
756,424,5,2022-03-15,ACTIF,FAIBLE
757,426,1,2022-10-13,ACTIF,ELEVE
758,426,2,2022-09-15,ACTIF,MOYEN
759,426,4,2022-09-22,ACTIF,ELEVE
760,427,1,2022-03-20,ACTIF,MOYEN
761,427,4,2022-08-02,ACTIF,MOYEN
762,427,5,2022-02-28,ACTIF,ELEVE
763,428,5,2022-07-10,ACTIF,FAIBLE
764,429,2,2022-02-19,RESILIE,ELEVE
765,429,4,2022-11-08,ACTIF,ELEVE
766,430,1,2022-04-20,ACTIF,FAIBLE
767,430,2,2022-08-13,ACTIF,ELEVE
768,430,4,2022-06-07,ACTIF,ELEVE
769,431,1,2022-12-31,ACTIF,FAIBLE
770,431,2,2022-09-11,RESILIE,ELEVE
771,431,3,2022-12-31,ACTIF,ELEVE
772,431,5,2022-08-11,ACTIF,FAIBLE
773,432,1,2022-06-03,ACTIF,ELEVE
774,432,2,2022-06-12,ACTIF,FAIBLE
775,433,1,2022-07-14,ACTIF,FAIBLE
776,433,4,2022-05-05,ACTIF,MOYEN
777,434,2,2022-08-11,ACTIF,ELEVE
778,434,4,2022-05-02,ACTIF,FAIBLE
779,434,5,2022-07-01,ACTIF,MOYEN
780,435,3,2022-02-27,ACTIF,MOYEN
781,435,4,2022-02-18,ACTIF,ELEVE
782,436,5,2022-01-17,ACTIF,MOYEN
783,437,1,2022-08-17,ACTIF,FAIBLE
784,438,4,2022-11-07,ACTIF,MOYEN
785,438,5,2022-06-19,ACTIF,MOYEN
786,440,1,2022-04-20,ACTIF,FAIBLE
787,440,4,2022-12-27,ACTIF,ELEVE
788,440,5,2022-09-13,ACTIF,ELEVE
789,441,1,2022-04-01,ACTIF,MOYEN
790,441,2,2022-03-05,ACTIF,FAIBLE
791,442,2,2022-04-10,ACTIF,MOYEN
792,442,4,2022-08-13,ACTIF,ELEVE
793,443,1,2022-08-24,ACTIF,MOYEN
794,443,4,2022-11-04,RESILIE,ELEVE
795,444,2,2022-12-24,ACTIF,ELEVE
796,444,3,2022-01-16,ACTIF,FAIBLE
797,445,4,2022-02-08,ACTIF,FAIBLE
798,447,4,2022-09-28,ACTIF,ELEVE
799,448,2,2022-10-01,ACTIF,MOYEN
800,449,1,2022-08-29,ACTIF,MOYEN
801,449,2,2022-08-13,ACTIF,MOYEN
802,449,4,2022-06-02,ACTIF,MOYEN
803,449,5,2022-08-22,ACTIF,MOYEN
804,450,2,2022-11-18,ACTIF,ELEVE
805,450,3,2022-11-12,ACTIF,MOYEN
806,450,5,2022-02-05,ACTIF,FAIBLE
807,451,3,2022-08-27,ACTIF,FAIBLE
808,451,5,2022-05-06,ACTIF,FAIBLE
809,452,4,2022-07-25,ACTIF,MOYEN
810,452,5,2022-02-01,ACTIF,MOYEN
811,453,3,2022-07-30,ACTIF,FAIBLE
812,453,5,2022-12-13,ACTIF,FAIBLE
813,454,3,2022-07-10,ACTIF,ELEVE
814,455,2,2022-07-18,ACTIF,FAIBLE
815,456,1,2022-09-25,ACTIF,MOYEN
816,456,3,2022-10-15,ACTIF,MOYEN
817,456,4,2022-10-09,ACTIF,FAIBLE
818,457,4,2022-07-07,ACTIF,ELEVE
819,457,5,2022-05-13,ACTIF,ELEVE
820,458,4,2022-11-11,ACTIF,MOYEN
821,458,5,2022-02-02,ACTIF,FAIBLE
822,459,1,2022-04-27,ACTIF,FAIBLE
823,460,2,2022-06-08,ACTIF,MOYEN
824,460,4,2022-07-19,ACTIF,ELEVE
825,461,2,2022-05-08,ACTIF,MOYEN
826,462,3,2022-08-19,ACTIF,ELEVE
827,463,2,2022-07-24,ACTIF,ELEVE
828,463,5,2022-07-23,ACTIF,MOYEN
829,464,2,2022-11-29,ACTIF,ELEVE
830,464,4,2022-03-31,ACTIF,ELEVE
831,464,5,2022-11-20,ACTIF,MOYEN
832,465,2,2022-03-24,RESILIE,ELEVE
833,465,5,2022-11-20,ACTIF,MOYEN
834,466,5,2022-05-04,ACTIF,FAIBLE
835,467,1,2022-04-10,ACTIF,FAIBLE
836,467,2,2022-11-09,ACTIF,ELEVE
837,467,5,2023-01-01,ACTIF,ELEVE
838,468,1,2022-08-06,ACTIF,MOYEN
839,469,1,2022-12-12,ACTIF,MOYEN
840,469,2,2022-08-17,ACTIF,MOYEN
841,470,2,2022-11-10,ACTIF,MOYEN
842,470,3,2022-01-16,ACTIF,FAIBLE
843,470,4,2022-04-01,ACTIF,MOYEN
844,470,5,2022-07-01,ACTIF,MOYEN
845,471,4,2022-12-28,ACTIF,MOYEN
846,472,4,2022-10-31,ACTIF,MOYEN
847,473,2,2022-12-21,ACTIF,ELEVE
848,473,3,2022-02-14,ACTIF,ELEVE
849,473,4,2022-04-02,ACTIF,ELEVE
850,473,5,2022-03-31,ACTIF,ELEVE
851,474,2,2022-12-25,ACTIF,MOYEN
852,474,4,2022-08-03,ACTIF,ELEVE
853,474,5,2022-04-21,ACTIF,FAIBLE
854,475,1,2022-10-01,ACTIF,MOYEN
855,475,2,2022-02-18,ACTIF,MOYEN
856,475,3,2022-03-06,ACTIF,ELEVE
857,475,5,2022-10-08,ACTIF,MOYEN
858,476,2,2022-08-30,RESILIE,FAIBLE
859,476,5,2022-09-02,ACTIF,ELEVE
860,477,2,2022-09-13,ACTIF,ELEVE
861,477,5,2022-08-24,ACTIF,FAIBLE
862,478,2,2022-04-27,ACTIF,MOYEN
863,479,2,2022-10-29,ACTIF,FAIBLE
864,479,5,2022-06-04,ACTIF,MOYEN
865,480,2,2022-09-25,ACTIF,FAIBLE
866,481,5,2022-09-29,ACTIF,ELEVE
867,482,1,2022-08-27,ACTIF,MOYEN
868,482,2,2022-04-23,ACTIF,MOYEN
869,482,5,2022-11-15,ACTIF,ELEVE
870,483,2,2022-08-31,ACTIF,MOYEN
871,483,4,2022-08-10,ACTIF,ELEVE
872,483,5,2022-02-05,ACTIF,MOYEN
873,484,1,2022-04-02,ACTIF,FAIBLE
874,484,5,2022-08-05,RESILIE,ELEVE
875,485,1,2022-05-09,ACTIF,MOYEN
876,485,2,2022-05-24,ACTIF,ELEVE
877,485,5,2022-03-09,ACTIF,ELEVE
878,486,1,2022-05-16,ACTIF,ELEVE
879,486,2,2022-10-22,ACTIF,FAIBLE
880,486,5,2022-08-22,ACTIF,FAIBLE
881,487,2,2022-09-17,ACTIF,MOYEN
882,488,1,2022-02-26,ACTIF,MOYEN
883,488,2,2022-07-08,RESILIE,FAIBLE
884,490,2,2022-10-31,ACTIF,ELEVE
885,490,4,2022-06-25,ACTIF,ELEVE
886,490,5,2022-07-25,ACTIF,FAIBLE
887,491,4,2022-05-10,ACTIF,ELEVE
888,492,2,2022-11-12,ACTIF,MOYEN
889,492,5,2022-01-31,ACTIF,FAIBLE
890,493,1,2022-07-16,ACTIF,MOYEN
891,493,5,2022-12-16,ACTIF,FAIBLE
892,494,3,2022-08-09,ACTIF,ELEVE
893,495,1,2022-11-06,ACTIF,FAIBLE
894,496,2,2022-08-25,ACTIF,ELEVE
895,497,2,2022-04-30,ACTIF,ELEVE
896,499,2,2022-08-20,ACTIF,FAIBLE
897,499,4,2022-03-28,ACTIF,FAIBLE
898,499,5,2022-07-15,RESILIE,FAIBLE
899,500,1,2022-05-31,ACTIF,FAIBLE
900,501,2,2022-07-20,ACTIF,ELEVE
901,501,5,2022-01-19,ACTIF,MOYEN
902,502,1,2022-04-18,ACTIF,MOYEN
903,503,5,2022-09-24,ACTIF,ELEVE
904,504,1,2022-10-26,ACTIF,MOYEN
905,505,1,2022-12-24,ACTIF,ELEVE
906,505,2,2022-12-29,ACTIF,ELEVE
907,505,4,2022-04-19,ACTIF,MOYEN
908,506,4,2022-08-23,ACTIF,FAIBLE
909,507,2,2022-08-24,ACTIF,ELEVE
910,508,1,2022-01-26,ACTIF,ELEVE
911,509,2,2022-07-11,ACTIF,FAIBLE
912,509,3,2022-02-10,ACTIF,FAIBLE
913,509,4,2022-03-19,ACTIF,MOYEN
914,510,4,2022-08-12,ACTIF,FAIBLE
915,511,3,2022-02-04,ACTIF,ELEVE
916,511,4,2022-10-31,ACTIF,MOYEN
917,512,3,2022-12-30,ACTIF,ELEVE
918,513,2,2022-09-06,ACTIF,MOYEN
919,515,1,2022-06-05,ACTIF,FAIBLE
920,515,4,2022-07-18,ACTIF,MOYEN
921,516,2,2022-06-26,ACTIF,FAIBLE
922,516,4,2022-08-11,ACTIF,MOYEN
923,517,2,2022-03-06,ACTIF,MOYEN
924,518,2,2022-06-15,ACTIF,ELEVE
925,518,4,2022-01-23,RESILIE,FAIBLE
926,519,5,2022-08-03,ACTIF,MOYEN
927,520,2,2022-01-20,ACTIF,FAIBLE
928,520,4,2022-08-08,ACTIF,ELEVE
929,521,2,2022-12-15,ACTIF,FAIBLE
930,521,4,2022-09-27,ACTIF,ELEVE
931,522,1,2022-02-17,ACTIF,MOYEN
932,522,3,2022-03-01,ACTIF,ELEVE
933,522,4,2022-06-05,RESILIE,FAIBLE
934,522,5,2022-07-09,ACTIF,ELEVE
935,523,1,2022-10-09,ACTIF,MOYEN
936,524,2,2022-02-13,ACTIF,MOYEN
937,524,3,2022-07-19,ACTIF,ELEVE
938,525,1,2022-03-17,ACTIF,ELEVE
939,525,3,2022-11-25,ACTIF,ELEVE
940,525,5,2022-03-21,ACTIF,ELEVE
941,526,1,2022-11-21,ACTIF,FAIBLE
942,527,1,2022-03-12,ACTIF,MOYEN
943,527,3,2022-01-31,ACTIF,ELEVE
944,527,5,2022-04-26,ACTIF,ELEVE
945,529,1,2022-04-02,ACTIF,FAIBLE
946,529,2,2022-10-14,ACTIF,FAIBLE
947,530,3,2022-03-12,ACTIF,ELEVE
948,530,4,2022-12-30,ACTIF,ELEVE
949,531,1,2022-08-13,RESILIE,MOYEN
950,532,2,2022-09-15,RESILIE,MOYEN
951,534,1,2022-09-25,ACTIF,ELEVE
952,534,2,2022-04-21,ACTIF,FAIBLE
953,534,4,2022-09-11,ACTIF,ELEVE
954,535,2,2022-05-23,ACTIF,MOYEN
955,535,5,2022-09-14,ACTIF,FAIBLE
956,536,1,2022-08-07,ACTIF,MOYEN
957,537,2,2022-09-29,ACTIF,MOYEN
958,537,4,2022-09-14,ACTIF,MOYEN
959,538,5,2022-07-25,ACTIF,ELEVE
960,539,1,2022-12-18,ACTIF,ELEVE
961,539,5,2022-05-30,ACTIF,FAIBLE
962,540,2,2022-08-02,ACTIF,FAIBLE
963,540,4,2022-11-17,ACTIF,MOYEN
964,540,5,2022-09-09,ACTIF,MOYEN
965,541,1,2022-02-20,ACTIF,ELEVE
966,541,3,2022-03-19,ACTIF,ELEVE
967,541,4,2022-05-20,ACTIF,MOYEN
968,542,1,2022-08-25,ACTIF,ELEVE
969,542,2,2022-02-08,ACTIF,ELEVE
970,542,4,2022-06-19,ACTIF,ELEVE
971,542,5,2022-10-20,ACTIF,ELEVE
972,543,2,2022-02-20,ACTIF,ELEVE
973,544,5,2022-07-22,ACTIF,ELEVE
974,545,2,2022-09-06,RESILIE,MOYEN
975,545,4,2022-06-12,ACTIF,ELEVE
976,546,1,2022-03-17,ACTIF,FAIBLE
977,546,2,2022-11-20,ACTIF,MOYEN
978,546,3,2022-08-28,ACTIF,FAIBLE
979,546,4,2022-03-17,ACTIF,MOYEN
980,547,5,2022-09-14,ACTIF,ELEVE
981,548,1,2022-09-08,ACTIF,FAIBLE
982,548,2,2022-07-15,ACTIF,MOYEN
983,549,1,2022-10-24,ACTIF,FAIBLE
984,549,5,2022-11-09,ACTIF,FAIBLE
985,551,2,2022-05-29,ACTIF,ELEVE
986,551,4,2022-01-21,ACTIF,MOYEN
987,551,5,2022-11-12,ACTIF,MOYEN
988,552,2,2022-08-09,ACTIF,MOYEN
989,553,2,2022-04-29,ACTIF,MOYEN
990,554,4,2022-10-09,ACTIF,ELEVE
991,555,2,2022-05-29,ACTIF,FAIBLE
992,556,2,2022-01-25,ACTIF,MOYEN
993,556,4,2022-07-27,ACTIF,MOYEN
994,557,1,2022-08-14,ACTIF,ELEVE
995,557,2,2022-07-20,RESILIE,ELEVE
996,557,5,2022-05-28,ACTIF,FAIBLE
997,558,1,2022-11-05,ACTIF,FAIBLE
998,558,2,2022-08-13,ACTIF,FAIBLE
999,558,5,2022-08-08,ACTIF,MOYEN
1000,560,1,2022-06-23,ACTIF,FAIBLE
1001,560,3,2022-07-12,ACTIF,FAIBLE
1002,560,5,2022-10-23,ACTIF,ELEVE
1003,561,1,2022-08-25,ACTIF,MOYEN
1004,561,2,2022-11-23,ACTIF,ELEVE
1005,561,5,2022-01-30,ACTIF,FAIBLE
1006,562,1,2022-11-24,ACTIF,FAIBLE
1007,562,3,2022-06-09,ACTIF,FAIBLE
1008,562,5,2022-11-28,ACTIF,FAIBLE
1009,563,1,2022-11-11,ACTIF,ELEVE
1010,563,2,2022-10-11,ACTIF,MOYEN
1011,564,1,2022-09-08,ACTIF,ELEVE
1012,564,2,2022-12-03,ACTIF,ELEVE
1013,565,1,2022-12-20,ACTIF,FAIBLE
1014,565,5,2022-09-04,RESILIE,FAIBLE
1015,566,2,2022-02-08,ACTIF,FAIBLE
1016,566,5,2022-04-14,ACTIF,FAIBLE
1017,567,4,2022-06-01,ACTIF,MOYEN
1018,568,5,2022-04-26,ACTIF,FAIBLE
1019,569,2,2022-03-16,ACTIF,ELEVE
1020,569,4,2022-09-11,ACTIF,ELEVE
1021,570,1,2022-08-15,ACTIF,FAIBLE
1022,571,5,2022-10-11,ACTIF,MOYEN
1023,574,4,2022-09-27,ACTIF,FAIBLE
1024,574,5,2022-09-23,ACTIF,MOYEN
1025,575,5,2022-05-31,ACTIF,ELEVE
1026,576,4,2022-11-10,ACTIF,ELEVE
1027,576,5,2022-02-25,ACTIF,MOYEN
1028,577,5,2022-06-28,ACTIF,ELEVE
1029,578,2,2022-07-21,ACTIF,FAIBLE
1030,578,3,2022-12-13,ACTIF,FAIBLE
1031,578,4,2022-10-11,ACTIF,ELEVE
1032,579,2,2022-01-29,ACTIF,FAIBLE
1033,579,4,2022-02-01,ACTIF,MOYEN
1034,579,5,2022-10-15,ACTIF,FAIBLE
1035,580,4,2022-11-22,ACTIF,FAIBLE
1036,581,1,2022-10-11,ACTIF,FAIBLE
1037,581,2,2022-01-30,ACTIF,MOYEN
1038,582,1,2022-01-16,ACTIF,ELEVE
1039,582,2,2022-05-27,ACTIF,FAIBLE
1040,582,3,2022-03-29,ACTIF,MOYEN
1041,582,4,2022-10-15,ACTIF,MOYEN
1042,582,5,2022-04-29,ACTIF,MOYEN
1043,584,4,2022-03-26,ACTIF,MOYEN
1044,585,2,2022-07-06,ACTIF,ELEVE
1045,585,3,2022-11-06,ACTIF,MOYEN
1046,585,4,2022-03-02,ACTIF,FAIBLE
1047,586,1,2022-10-16,ACTIF,FAIBLE
1048,586,3,2022-06-18,ACTIF,ELEVE
1049,587,2,2022-04-26,ACTIF,FAIBLE
1050,587,3,2022-03-01,ACTIF,MOYEN
1051,587,5,2022-12-17,ACTIF,MOYEN
1052,589,5,2022-04-21,ACTIF,MOYEN
1053,590,5,2022-02-28,ACTIF,ELEVE
1054,591,3,2022-04-07,ACTIF,ELEVE
1055,591,5,2022-03-05,ACTIF,FAIBLE
1056,592,1,2022-09-24,ACTIF,MOYEN
1057,593,1,2022-05-02,ACTIF,FAIBLE
1058,594,2,2022-11-08,ACTIF,FAIBLE
1059,595,4,2022-09-26,RESILIE,FAIBLE
1060,596,5,2022-04-26,ACTIF,FAIBLE
1061,598,3,2022-06-14,ACTIF,MOYEN
1062,599,2,2022-09-04,ACTIF,ELEVE
1063,600,2,2022-02-27,ACTIF,MOYEN
1064,601,1,2022-05-29,ACTIF,MOYEN
1065,602,2,2022-04-21,ACTIF,ELEVE
1066,602,5,2022-07-10,ACTIF,FAIBLE
1067,603,2,2022-07-20,ACTIF,FAIBLE
1068,603,4,2022-03-23,ACTIF,ELEVE
1069,604,2,2022-01-26,ACTIF,ELEVE
1070,604,3,2022-05-21,ACTIF,MOYEN
1071,604,5,2022-01-17,ACTIF,FAIBLE
1072,605,4,2022-02-15,ACTIF,FAIBLE
1073,605,5,2022-04-09,ACTIF,FAIBLE
1074,606,4,2022-07-02,ACTIF,FAIBLE
1075,606,5,2022-02-25,ACTIF,ELEVE
1076,607,1,2022-02-04,ACTIF,ELEVE
1077,607,3,2022-02-13,ACTIF,MOYEN
1078,607,4,2022-02-01,ACTIF,ELEVE
1079,608,2,2022-10-14,ACTIF,MOYEN
1080,608,5,2022-09-21,ACTIF,ELEVE
1081,609,1,2022-10-12,ACTIF,ELEVE
1082,609,5,2022-03-10,ACTIF,MOYEN
1083,610,4,2022-10-06,ACTIF,FAIBLE
1084,610,5,2022-03-24,ACTIF,ELEVE
1085,611,3,2022-07-20,ACTIF,MOYEN
1086,612,3,2022-07-08,ACTIF,ELEVE
1087,612,4,2022-10-05,ACTIF,FAIBLE
1088,613,4,2022-09-29,ACTIF,MOYEN
1089,614,1,2022-06-15,ACTIF,ELEVE
1090,614,3,2022-07-01,ACTIF,ELEVE
1091,615,1,2022-06-13,ACTIF,FAIBLE
1092,615,2,2022-08-31,ACTIF,MOYEN
1093,617,5,2022-07-03,ACTIF,MOYEN
1094,618,4,2022-11-06,ACTIF,FAIBLE
1095,619,1,2022-05-07,ACTIF,ELEVE
1096,619,5,2022-11-17,ACTIF,MOYEN
